104272.93201133145,65391.707582584619,6.0168838526912181,3.40778120276032,1500.0,124000.0
km,fuel,age,price
0.89808,-1,1.16882,0.05297
-0.1265,-1,0.58193,0.08
1.04320,-1,0.28849,0.05951
-1.5926,-1,-0.2984,0.11020
0.46989,-1,-0.5918,0.08163
2.38144,-1,1.46227,0.03265
-0.0699,-1,-0.2984,0.08571
1.20393,-1,0.87538,0.05306
0.85220,-1,1.16882,0.06530
2.39674,-1,1.75572,0.02448
-1.1358,-1,-1.4721,0.20816
-0.2243,1,-0.0049,0.38693
0.72986,1,1.75572,0.04081
1.91567,-1,0.28849,0.03673
0.69927,-1,-0.8852,0.11020
0.50047,-1,0.58193,0.11828
-0.4170,1,1.16882,0.16489
-1.3835,-1,-1.4721,0.19583
-0.1418,-1,-0.0049,0.09795
-1.1358,1,5.57052,0.0
0.63810,-1,0.58193,0.06530
1.39936,-1,1.46227,0.04073
0.62281,-1,0.87538,0.09387
0.95925,-1,0.58193,0.06857
-0.7840,-1,-0.5918,0.15020
0.98983,-1,1.75572,0.05551
0.54635,-1,-0.2984,0.15102
-0.0347,-1,0.58193,0.09306
1.07241,-1,-0.0049,0.05632
0.10287,-1,0.28849,0.11836
1.40273,-1,1.16882,0.07346
0.42401,-1,-0.5918,0.08570
2.21323,-1,1.75572,0.02204
-0.6028,-1,-0.2984,0.16726
-1.2290,-1,-1.4721,0.23673
0.22521,-1,-0.2984,0.12408
0.95724,-1,1.46227,0.04081
-1.3301,-1,-1.4721,0.23208
-0.5241,-1,0.28849,0.08971
-1.5913,-1,1.46227,0.02775
-0.1418,-1,0.28849,0.06530
-0.8574,-1,-0.5918,0.11428
-0.5103,-1,-0.5918,0.13877
-0.7687,-1,-0.8852,0.10146
0.11816,-1,-0.2984,0.09551
0.29847,-1,-0.5918,0.10122
-1.4722,-1,-1.4721,0.27265
1.37214,-1,0.58193,0.05551
0.31884,-1,0.58193,0.12244
0.91643,-1,1.16882,0.05306
1.24980,1,1.16882,0.02448
0.88737,-1,1.16882,0.04889
0.80632,-1,1.46227,0.06930
-0.1418,-1,-0.0049,0.09306
1.54036,-1,1.75572,0.03265
1.46390,-1,0.58193,0.05297
-1.3208,-1,-1.4721,0.23183
-0.7993,1,-0.5918,0.11755
-0.2794,-1,-0.5918,0.12653
0.46989,-1,1.16882,0.05714
0.03252,-1,0.28849,0.06857
0.86749,-1,0.58193,0.06816
1.20227,-1,-0.2984,0.08563
0.08758,-1,-0.2984,0.14653
-0.1234,-1,0.28849,0.10195
0.50047,-1,0.58193,0.05714
0.83691,-1,0.87538,0.05224
-0.0729,-1,-0.0049,0.11265
-1.4951,-1,-1.7656,0.32310
-0.5394,1,-0.0049,0.42775
-0.8548,-1,-0.8852,0.11428
-1.3116,-1,-1.4721,0.22857
0.02641,-1,0.58193,0.12653
0.94395,-1,0.87538,0.07102
-0.3711,-1,0.58193,0.08571
-1.3151,-1,-1.4721,0.22847
-0.4935,1,0.58193,0.22040
0.82161,-1,0.58193,0.06114
-0.4491,-1,1.75572,0.06857
0.05814,-1,0.58193,0.09387
0.04170,-1,0.58193,0.12653
0.62281,-1,-0.0049,0.07346
0.02641,-1,-0.2984,0.12244
1.38743,-1,1.46227,0.03591
-0.9752,1,-1.1787,0.16326
-0.2947,-1,-0.2984,0.11428
-1.2122,-1,-1.4721,0.23265
-1.2317,-1,-1.4721,0.15836
-1.2581,-1,-1.4721,0.20816
-0.1112,-1,-0.2984,0.11019
0.31696,-1,0.58193,0.08163
2.07560,-1,0.87538,0.03428
0.54635,-1,-0.0049,0.06530
0.08758,-1,-0.2984,0.11020
-0.3840,-1,-1.1787,0.11665
-1.5930,-1,-1.7656,0.29306
1.43331,-1,1.16882,0.02693
-0.6923,-1,-0.8852,0.11755
1.84621,-1,1.75572,0.03257
0.92866,-1,0.87538,0.04653
-0.5699,-1,-1.1787,0.15093
-1.3898,1,-1.4721,0.16383
-0.1265,-1,0.28849,0.07755
0.46989,-1,-0.0049,0.06529
0.11816,-1,-0.2984,0.09959
0.40872,-1,1.16882,0.05142
-1.2436,-1,-0.8852,0.16375
1.00512,-1,1.75572,0.03836
-1.5907,-1,-1.7656,0.25632
-0.6604,-1,-0.2984,0.09379
-1.5934,-1,-0.5918,0.11836
0.48518,-1,-0.2984,0.11420
0.93050,-1,0.58193,0.05134
-0.9859,-1,-1.1787,0.21624
1.35685,-1,0.58193,0.04653
2.99314,-1,1.46227,0.01959
1.05100,-1,0.87538,0.06775
0.76044,-1,0.87538,0.05183
0.88278,-1,0.58193,0.04653
0.60446,-1,0.87538,0.06040
-1.0460,-1,-0.8852,0.13379
0.54635,-1,-0.2984,0.10938
0.80617,-1,0.87538,0.08563
0.35236,-1,-0.5918,0.11502
-0.3736,-1,0.28849,0.09281
-0.8452,-1,-0.5918,0.15836
-0.8758,-1,-0.0049,0.12808
0.85220,-1,1.46227,0.04653
0.70897,-1,0.87538,0.08563
-0.5929,1,1.16882,0.13468
-1.4676,1,-1.4721,0.15633
1.78504,-1,0.28849,0.04
-0.3666,-1,-0.5918,0.14938
0.62281,-1,0.58193,0.05306
-0.8665,-1,-1.1787,0.15044
0.27109,-1,-0.0049,0.08563
-0.8299,1,-0.2984,0.08571
-1.4584,1,-1.4721,0.34612
-0.3864,-1,-0.2984,0.12244
-0.8587,-1,-0.8852,0.14277
0.07228,1,1.16882,0.04571
-0.1571,1,1.16882,0.05216
-1.5944,-1,-1.7656,0.23175
0.72986,-1,0.58193,0.05061
1.04794,-1,-0.2984,0.07714
0.42401,-1,-0.0049,0.05469
-0.8116,1,1.75572,0.05297
0.48518,-1,-0.2984,0.10857
-1.0593,1,-1.1787,0.31428
-0.3986,-1,-0.8852,0.12644
-0.8134,-1,-1.1787,0.18775
1.58624,-1,0.58193,0.03673
-0.7152,-1,-0.0049,0.09795
-0.4733,-1,-0.5918,0.13061
-1.1021,-1,-0.2984,0.13224
1.08159,-1,0.28849,0.04081
0.59223,-1,0.58193,0.05673
0.69900,-1,1.16882,0.05706
2.22852,-1,2.04916,0.02571
1.99913,-1,1.16882,0.03012
1.15805,-1,1.16882,0.06040
1.00512,-1,-0.0049,0.06530
1.03571,-1,1.16882,0.05306
1.76975,-1,1.75572,0.02938
1.21922,-1,0.87538,0.05297
0.85220,-1,0.87538,0.06930
0.45380,-1,-0.0049,0.06114
-0.6770,1,0.87538,0.13053
0.89808,-1,0.58193,0.06938
1.76975,-1,0.58193,0.04979
-0.8138,-1,-0.8852,0.17387
0.01264,-1,0.87538,0.05306
0.36131,-1,-0.5918,0.08971
0.85220,-1,0.87538,0.06448
-0.1525,-1,0.28849,0.09795
0.69927,-1,-0.2984,0.15510
-0.9607,-1,-1.1787,0.18333
-1.5917,-1,0.87538,0.04775
0.92866,-1,0.87538,0.08979
-1.5944,-1,-1.7656,0.23836
0.31696,-1,1.16882,0.06857
-0.6617,1,0.58193,0.06938
0.54742,-1,0.28849,0.06938
0.85220,-1,-0.5918,0.10204
0.95925,-1,1.16882,0.05469
-0.2779,-1,-0.5918,0.13379
-1.1619,-1,-1.4721,0.27338
-0.8299,-1,-0.8852,0.15093
0.10287,-1,0.87538,0.08489
-1.5104,-1,-1.7656,0.24489
-0.0576,-1,-0.2984,0.12644
0.19768,-1,-0.0049,0.10040
0.02335,-1,0.58193,0.06897
1.38743,-1,0.58193,0.04571
1.11217,-1,0.87538,0.06938
-1.2229,-1,-1.4721,0.19910
-0.1570,-1,0.58193,0.07991
-0.0177,-1,-0.5918,0.12651
-0.2182,-1,-0.2984,0.13877
-0.1112,-1,-0.2984,0.08163
0.69927,-1,0.28849,0.06530
-0.0806,-1,0.58193,0.10612
0.05699,-1,-0.5918,0.09714
-0.7076,-1,-0.5918,0.11428
-0.1372,-1,-0.5918,0.09387
-1.4569,-1,-1.7656,0.26448
0.08758,-1,1.16882,0.07420
0.79103,-1,1.16882,0.06530
0.13345,1,0.87538,0.05306
0.24050,-1,-0.2984,0.11836
-0.2182,1,0.87538,0.19102
0.16404,-1,-0.0049,0.10204
1.00512,-1,1.46227,0.04489
-0.0347,-1,-0.5918,0.09371
-0.7840,-1,-1.1787,0.12571
-0.5660,1,-0.0049,0.34530
0.22521,-1,-0.5918,0.13877
-1.0593,-1,-1.1787,0.19591
-1.4577,-1,-1.4721,0.24734
-0.5675,-1,-0.5918,0.09379
0.80632,-1,0.58193,0.04971
0.68398,-1,1.16882,0.05542
0.27109,-1,1.16882,0.05469
0.07687,-1,-0.5918,0.13468
1.92267,-1,1.46227,0.03591
0.33226,-1,0.28849,0.06285
0.10469,-1,0.87538,0.07746
0.14875,-1,0.87538,0.09379
0.40872,-1,1.75572,0.06040
0.65886,-1,-0.2984,0.11012
1.40273,-1,0.87538,0.03102
-1.1358,-1,-1.1787,0.11012
0.10287,1,0.58193,0.06040
-0.0653,-1,-0.0049,0.12236
0.76044,-1,0.28849,0.07020
0.04170,1,1.46227,0.03665
0.87552,-1,0.28849,0.04897
0.10134,-1,-0.2984,0.08775
0.20992,-1,0.87538,0.05706
-0.3406,-1,0.28849,0.10204
-0.4060,-1,-0.0049,0.10195
-0.3484,-1,-0.8852,0.13949
-0.7993,-1,-0.5918,0.19175
-0.7437,-1,-1.1787,0.13387
1.76975,-1,1.46227,0.03836
-0.8317,-1,-1.1787,0.12187
0.57693,-1,1.16882,0.04653
-1.0893,-1,-1.1787,0.14204
0.30932,-1,0.87538,0.06930
0.72221,-1,1.16882,0.05714
-0.7582,-1,-0.8852,0.12571
-0.9523,-1,-1.1787,0.16734
-0.9577,-1,-1.1787,0.14530
-0.1418,-1,-0.8852,0.17469
-1.2906,-1,-1.4721,0.22367
0.74515,-1,0.87538,0.05306
0.65340,-1,-0.2984,0.12489
-1.1771,1,-1.1787,0.25306
0.31696,-1,-0.2984,0.11428
2.10083,-1,1.75572,0.02693
-0.5401,-1,-0.5918,0.14204
-0.9398,-1,-0.8852,0.12644
-0.5241,-1,0.58193,0.13877
0.77574,-1,1.16882,0.05061
-0.7840,-1,-0.5918,0.09779
-0.9295,1,-0.5918,0.25706
-1.5945,-1,-1.7656,0.23183
-1.0065,-1,-1.4721,0.26032
-0.7431,-1,-0.0049,0.10857
0.23438,-1,0.58193,0.06522
1.31097,-1,0.87538,0.04326
0.79868,-1,-0.0049,0.06530
0.37813,-1,1.46227,0.05714
-0.2335,-1,-0.2984,0.13387
-1.0517,-1,-1.1787,0.18938
0.50047,-1,0.87538,0.06204
0.36284,-1,1.46227,0.05714
0.94395,-1,0.58193,0.04326
-0.1876,-1,-0.5918,0.15910
0.19462,-1,-0.2984,0.08163
-1.2758,-1,-1.1787,0.25632
0.01111,1,1.75572,0.03591
-0.1723,-1,0.28849,0.09224
-0.6311,-1,-0.2984,0.17142
-1.2457,-1,-1.4721,0.23183
-0.2029,-1,-0.8852,0.09795
1.11982,-1,0.87538,0.05305
1.02042,-1,1.16882,0.04326
-0.9934,-1,-0.8852,0.13461
-0.0653,-1,-0.0049,0.13061
0.11816,-1,-0.2984,0.09673
0.79323,-1,0.58193,0.05551
1.21922,-1,1.46227,0.06530
-0.4044,-1,-0.5918,0.13044
0.00500,1,0.58193,0.10693
-0.5249,-1,-0.8852,0.17469
0.85220,-1,0.28849,0.06930
-1.2373,1,-1.1787,0.15020
-0.4170,-1,-0.5918,0.13461
-1.3897,-1,-1.4721,0.20759
0.04170,-1,-1.1787,0.10612
0.92866,-1,0.87538,0.07102
-1.1684,-1,-0.8852,0.14269
1.08923,-1,1.46227,0.02857
1.06018,1,1.16882,0.05714
1.73916,-1,0.87538,0.04081
-1.1759,1,-1.4721,0.20726
-0.3253,-1,-0.0049,0.10122
2.22240,-1,2.04916,0.02367
1.11217,-1,0.87538,0.07338
0.02641,-1,-0.2984,0.09469
0.20992,-1,0.58193,0.06530
0.05699,-1,-0.5918,0.10857
-0.1418,-1,-0.2984,0.15102
-0.5470,-1,-0.2984,0.12653
-0.8146,-1,-0.8852,0.19175
0.08758,-1,0.58193,0.05469
-1.3256,-1,-1.4721,0.28897
0.96536,1,1.75572,0.03428
0.11816,-1,-0.8852,0.07746
0.36284,-1,0.58193,0.06204
-0.2182,-1,-0.2984,0.12653
-0.5011,-1,-0.5918,0.13061
0.02641,-1,0.87538,0.07346
-0.2335,-1,-0.5918,0.08979
1.45166,-1,1.46227,0.02612
0.31696,-1,0.28849,0.09387
0.41933,-1,0.58193,0.06775
-0.2182,-1,-0.0049,0.12236
-0.5547,-1,-0.5918,0.10775
0.26344,-1,0.87538,0.05142
-1.2292,-1,-1.4721,0.19061
-0.7535,-1,-0.0049,0.10040
0.25579,-1,-0.0049,0.14285
-0.2335,-1,-0.2984,0.14857
-0.7917,-1,-0.8852,0.09959
0.27109,-1,1.16882,0.07673
-1.2535,-1,-0.8852,0.18285
-0.7871,-1,-0.2984,0.11420
0.45459,-1,-0.0049,0.11420
0.61670,-1,0.28849,0.06857
0.04170,-1,0.58193,0.10612
-1.4263,-1,-1.7656,0.15102
0.54635,1,3.22295,0.04489
1.47919,-1,1.16882,0.04489
-0.6701,-1,-0.2984,0.13869
-1.1792,-1,-1.4721,0.22367
1.28039,-1,0.87538,0.04244
-0.0913,-1,-0.0049,0.10122
-1.2713,-1,-1.4721,0.24073
0.22521,-1,0.87538,0.05713
1.15805,-1,1.16882,0.03591
-0.4663,-1,-0.0049,0.10897
1.49448,-1,0.87538,0.04081
-1.5906,-1,1.75572,0.03673
1.12746,-1,1.46227,0.03183
0.01111,-1,0.28849,0.11828
0.54635,-1,0.58193,0.06122
1.15805,-1,1.46227,0.03510
-0.5776,-1,-0.5918,0.13061
1.49448,-1,0.28849,0.03836
-1.2775,1,-1.4721,0.37542
1.58624,-1,0.87538,0.05142
-0.9981,-1,-1.1787,0.12652
1.20393,-1,0.87538,0.06367
-0.8926,-1,-0.5918,0.13306
0.69622,-1,0.28849,0.05297
0.01111,-1,0.58193,0.06857
-0.3130,-1,-0.0049,0.08155
1.23451,-1,1.16882,0.03502
0.34755,-1,0.58193,0.06938
-0.2182,-1,-0.5918,0.11012
-0.1945,1,0.87538,0.09538
-0.7840,-1,-0.8852,0.14693
-1.2022,-1,-1.1787,0.22040
2.06108,-1,1.16882,0.04244
-1.2300,-1,-1.4721,0.24080
0.16404,-1,0.28849,0.06530
1.00512,-1,0.58193,0.04081
0.08758,-1,-0.0049,0.09795
-0.4740,-1,-0.5918,0.13461
-0.4476,-1,-0.2984,0.11836
0.05699,-1,-0.0049,0.06122
-0.0653,-1,1.46227,0.05714
1.63211,-1,1.75572,0.02040
-0.6464,-1,-0.8852,0.10604
-1.5924,-1,1.46227,0.05297
0.20992,-1,-0.0049,0.06857
0.94395,-1,-0.5918,0.11265
-1.3961,-1,-1.4721,0.19583
0.31696,-1,0.87538,0.08489
-0.9708,-1,-0.2984,0.16726
0.71457,-1,0.28849,0.07991
0.99945,-1,0.87538,0.06529
-0.9217,-1,-0.8852,0.11755
-0.9140,-1,-0.5918,0.10195
1.18863,-1,1.16882,0.04481
-1.5792,-1,-1.7656,0.24073
-0.3065,-1,-0.8852,0.14204
0.53641,-1,-0.2984,0.09795
-1.3346,-1,-1.4721,0.22024
0.69927,-1,0.87538,0.06930
-0.8443,-1,-0.8852,0.15044
-0.3176,-1,-0.2984,0.11012
1.64741,-1,1.75572,0.03551
-0.2442,-1,-0.2984,0.11746
-0.5623,-1,-1.1787,0.14285
-0.5699,-1,-0.5918,0.17542
-0.8443,-1,-0.8852,0.15044
-0.4551,-1,-0.2984,0.10195
-0.1418,1,-0.2984,0.21224
-1.2122,-1,-1.1787,0.15093
1.46390,-1,1.46227,0.03510
-1.2612,1,-1.4721,0.18767
-0.7454,-1,-0.2984,0.11016
-1.2963,-1,-0.8852,0.19102
-0.3711,-1,-0.2984,0.10612
-0.3944,-1,-0.8852,0.15820
0.69163,-1,0.87538,0.05306
-1.1327,-1,-1.1787,0.20571
-0.4629,1,-0.0049,0.12644
0.96114,-1,-0.2984,0.09379
-1.5944,-1,-1.7656,0.20734
0.36284,1,1.16882,0.05224
-0.5699,-1,-0.0049,0.12571
0.39343,-1,-0.2984,0.08734
1.00512,-1,0.87538,0.06530
-0.7963,-1,-0.8852,0.12644
-0.0602,-1,1.16882,0.07265
-1.0440,-1,-1.7656,0.2
1.06629,-1,0.87538,0.05877
1.30791,-1,0.87538,0.06897
0.20839,-1,-0.2984,0.11420
1.25286,-1,0.28849,0.05714
-1.1231,-1,-1.1787,0.13877
0.37813,-1,1.16882,0.08571
0.07228,-1,0.58193,0.11510
-0.6005,-1,-0.5918,0.10775
0.69927,1,0.87538,0.07673
-0.6429,-1,-1.1787,0.22367
-0.0347,1,1.16882,0.11428
1.73916,-1,1.46227,0.03673
0.27109,-1,0.58193,0.07591
-0.0347,-1,-0.0049,0.11755
0.27109,-1,0.28849,0.08563
-0.5026,-1,-1.1787,0.18248
-0.6311,-1,0.87538,0.08163
0.21752,-1,-0.0049,0.09346
-0.6953,-1,-0.8852,0.13429
0.24815,-1,2.34261,0.08971
-0.8299,-1,-0.8852,0.11020
-1.2849,-1,-0.8852,0.13061
-1.5209,-1,-1.4721,0.17134
0.01111,-1,0.58193,0.11020
1.30333,-1,0.87538,0.03672
-0.1983,-1,-0.5918,0.15502
1.15805,-1,1.46227,0.04653
1.61682,-1,1.75572,0.04489
-1.3269,-1,-1.4721,0.24489
-0.2717,-1,-0.8852,0.14734
0.98983,-1,-0.2984,0.07346
-0.1112,-1,-0.0049,0.06775
-1.2663,1,-1.4721,0.23183
0.62281,-1,0.87538,0.05706
0.95925,-1,1.16882,0.05306
-0.3139,-1,0.58193,0.06775
-1.5640,1,-1.7656,0.22040
1.28039,-1,0.87538,0.04489
-1.3896,-1,-1.4721,0.24816
-1.4737,-1,-1.4721,0.22367
2.22852,-1,1.46227,0.03102
0.54176,-1,-0.8852,0.11020
0.00156,-1,0.28849,0.05942
-1.5181,-1,-1.7656,0.22448
0.79103,1,1.16882,0.04081
-0.3478,-1,-0.2984,0.10775
-0.2366,-1,-0.2984,0.10612
-0.9130,-1,-1.1787,0.15551
0.22882,-1,0.28849,0.09795
0.40719,1,1.16882,0.05297
1.20393,-1,0.87538,0.08571
-1.1358,-1,-1.1787,0.15510
1.61682,-1,1.75572,0.02204
-0.5287,-1,-0.8852,0.17983
0.36284,-1,0.28849,0.09224
0.34755,-1,0.28849,0.13061
0.89808,-1,-0.0049,0.07754
2.15206,-1,2.04916,0.03020
-0.9981,-1,-1.1787,0.13877
-1.5640,-1,-1.7656,0.23257
1.09688,-1,1.16882,0.05469
0.65340,-1,0.58193,0.06857
-0.3788,-1,-0.5918,0.12448
-0.2491,-1,-0.0049,0.08155
-0.0087,-1,-0.0049,0.11020
0.20466,1,1.75572,0.04653
-0.3711,-1,-0.5918,0.19918
-0.6831,-1,-1.1787,0.14277
-0.9599,-1,-0.8852,0.13376
0.39343,1,0.87538,0.11020
-0.9981,-1,-1.4721,0.13453
-0.1570,-1,0.28849,0.06530
1.66270,-1,1.16882,0.04897
0.62281,-1,1.46227,0.04489
0.20227,-1,-0.2984,0.09183
1.15805,-1,0.28849,0.06938
1.46390,-1,0.58193,0.04489
0.17383,-1,1.75572,0.05306
-0.8193,-1,-0.5918,0.10163
-1.3183,-1,-1.4721,0.13877
0.19462,-1,0.28849,0.07338
-1.2278,-1,-0.2984,0.14195
1.35685,-1,0.58193,0.04816
-1.5854,-1,-1.7656,0.29306
-0.6892,1,-0.0049,0.22040
-1.4569,-1,-1.7656,0.21032
-1.0134,-1,-1.1787,0.24073
1.46390,-1,0.87538,0.04489
0.82161,-1,0.87538,0.07673
1.67340,-1,2.04916,0.02440
-1.2685,-1,-1.4721,0.21591
0.94395,-1,0.58193,0.09551
-0.1112,-1,-0.0049,0.06857
-0.8529,-1,-1.1787,0.17469
0.85220,-1,0.28849,0.07183
-0.9140,-1,-0.8852,0.12816
0.13345,-1,-0.5918,0.09387
-1.3330,-1,-1.4721,0.23093
1.11217,-1,0.58193,0.04889
0.10287,-1,0.58193,0.09795
-0.9599,1,-0.5918,0.12514
0.54635,-1,0.28849,0.06938
-0.9293,-1,-0.2984,0.19591
-0.6127,-1,-0.5918,0.13379
0.14722,-1,0.87538,0.06040
1.15805,-1,0.87538,0.04897
1.09688,-1,0.87538,0.05305
0.63086,-1,1.16882,0.04889
0.01095,-1,0.58193,0.08563
1.15805,-1,0.87538,0.04734
0.90572,-1,1.16882,0.05542
-0.4834,-1,-0.8852,0.11012
-0.3581,-1,-0.5918,0.10571
0.31283,-1,0.58193,0.06440
-1.0211,1,-1.1787,0.30604
0.31479,-1,-0.8852,0.09714
0.69927,-1,0.87538,0.10612
0.50047,-1,0.87538,0.06114
-1.2675,-1,-1.1787,0.16653
-1.1205,-1,0.87538,0.05142
-0.5623,-1,-0.8852,0.18285
1.70555,-1,0.87538,0.04734
-0.3100,-1,-0.2984,0.16734
0.30167,-1,0.58193,0.06285
0.30932,-1,0.28849,0.07755
1.96855,-1,1.46227,0.02856
-0.4017,-1,-0.8852,0.13061
1.46390,-1,1.16882,0.01632
-0.4782,-1,-0.0049,0.08489
-0.7309,-1,-0.8852,0.16326
-0.7650,-1,-0.8852,0.14122
0.85220,-1,0.87538,0.08979
1.05559,-1,-0.5918,0.07746
-0.6770,1,-0.2984,0.11755
-0.0653,-1,-0.5918,0.15673
-0.1128,-1,0.58193,0.07746
0.07228,-1,0.28849,0.06930
-0.5623,1,-0.2984,0.11836
-1.1381,-1,-1.1787,0.16326
0.27109,-1,-0.2984,0.10612
-1.4691,1,-1.4721,0.16653
0.36928,-1,1.16882,0.07755
2.10618,-1,1.16882,0.04326
0.13592,-1,0.58193,0.08979
0.69927,-1,0.58193,0.09551
0.14875,-1,-0.0049,0.08571
-0.7060,1,-0.5918,0.12653
-0.5699,-1,-1.1787,0.13061
3.05431,-1,1.75572,0.03020
-1.1128,-1,-1.1787,0.15910
2.18264,-1,1.75572,0.03020
0.69927,-1,0.87538,0.06938
1.67799,-1,0.87538,0.03265
-1.1358,-1,-1.4721,0.21551
0.57693,-1,-0.2984,0.09379
0.08758,-1,0.87538,0.04897
0.69927,-1,0.28849,0.06930
-0.8758,-1,-0.8852,0.17142
1.79269,-1,0.87538,0.04408
1.46390,-1,0.58193,0.08163
-0.6090,-1,-0.8852,0.14693
-1.2428,-1,-1.4721,0.22448
-0.3864,-1,0.58193,0.09787
-1.1014,-1,-0.8852,0.19918
1.21922,-1,0.87538,0.05632
1.12746,-1,1.46227,0.04081
0.04404,-1,0.58193,0.07591
0.14875,-1,0.87538,0.06530
-0.1402,-1,-0.5918,0.15020
1.38743,-1,1.75572,0.03428
0.54635,-1,0.58193,0.04979
1.72387,-1,1.75572,0.03673
-0.9828,-1,-0.5918,0.10122
0.60752,-1,-0.0049,0.07755
-0.6770,-1,0.28849,0.09224
-1.2835,-1,-1.4721,0.21624
0.86749,-1,1.16882,0.06367
0.59223,-1,-0.5918,0.07918
0.91337,-1,1.16882,0.06114
1.98384,-1,1.16882,0.04897
-0.7076,-1,0.28849,0.07673
1.46390,-1,0.87538,0.04408
-0.6311,-1,-0.8852,0.10612
-0.7989,-1,-0.2984,0.16408
-0.2182,-1,0.87538,0.08979
0.20992,-1,-0.5918,0.09306
-0.9063,-1,-0.8852,0.12187
-1.2363,-1,-1.4721,0.21551
-1.1205,-1,-1.4721,0.23265
-0.6770,-1,-0.8852,0.12653
-0.2641,-1,-0.8852,0.11836
-0.8299,1,-0.2984,0.11004
-0.6923,-1,-1.1787,0.17469
0.34642,-1,-0.2984,0.13387
-1.4410,-1,-0.8852,0.13379
1.14276,-1,0.58193,0.04408
2.76376,-1,1.75572,0.02857
0.62281,-1,0.28849,0.05706
-0.3711,-1,-0.2984,0.09714
-0.3835,-1,-0.8852,0.11952
0.99748,-1,0.58193,0.05297
0.50047,-1,0.28849,0.07591
-0.2859,-1,0.58193,0.08081
0.76044,1,1.46227,0.08571
-0.2641,-1,-0.5918,0.14285
-1.3193,-1,-1.4721,0.17469
-1.4064,-1,-1.4721,0.16563
-1.4722,-1,-1.7656,0.17371
0.40777,-1,-0.8852,0.11019
0.64575,-1,0.87538,0.05877
0.09522,-1,-0.0049,0.10204
2.07560,-1,2.04916,0.05306
0.25890,-1,-0.8852,0.11755
-0.4935,-1,-0.5918,0.15510
0.08758,-1,0.28849,0.07591
2.16735,-1,1.16882,0.02857
-1.4722,-1,-1.4721,0.29714
-0.3406,-1,0.28849,0.07346
-0.7535,-1,1.16882,0.03020
-0.3711,-1,-0.0049,0.12244
0.37813,-1,0.58193,0.10195
-0.0806,-1,1.16882,0.06040
-1.1969,1,-1.1787,0.28563
1.15805,-1,1.16882,0.07673
-1.3948,-1,-1.4721,0.23257
-0.5678,-1,-0.0049,0.09379
-0.4476,-1,0.58193,0.08570
0.46989,-1,0.58193,0.05795
0.92254,-1,0.28849,0.06204
-0.3864,-1,-0.2984,0.10367
-0.9064,-1,-0.0049,0.11669
1.05100,-1,2.04916,0.02848
1.00512,-1,1.75572,0.04326
0.85220,-1,0.87538,0.07755
0.69927,-1,-0.2984,0.07755
1.46390,-1,1.46227,0.03428
0.08758,-1,0.28849,0.06530
-0.5822,-1,-0.0049,0.08816
1.57217,-1,1.16882,0.03428
0.48518,-1,1.16882,0.05142
-0.9738,-1,-0.2984,0.14938
0.85220,-1,-0.2984,0.08163
1.55565,-1,1.75572,0.03673
0.82161,-1,-0.0049,0.06114
-1.4170,1,-1.4721,0.27930
-0.7263,-1,-0.0049,0.13142
-0.5547,-1,-0.2984,0.12163
1.57094,-1,0.87538,0.06938
-1.4569,-1,-1.7656,0.24897
0.74515,-1,1.46227,0.04481
-0.4323,-1,-0.2984,0.13053
1.15805,-1,1.16882,0.05297
-0.7152,-1,0.28849,0.15502
-0.3406,-1,-0.2984,0.13714
2.22852,-1,1.75572,0.03346
-0.0041,-1,-0.2984,0.10938
-0.0653,-1,-0.0049,0.1
-0.9828,-1,-1.1787,0.19102
-1.2398,-1,-1.1787,0.18277
-0.0041,-1,0.28849,0.09387
-0.7867,-1,0.58193,0.09869
0.16404,-1,0.28849,0.06114
-1.3041,-1,-1.4721,0.21547
-0.3711,-1,-0.8852,0.09379
1.15805,-1,-0.2984,0.04816
-0.9567,-1,-0.8852,0.14244
0.19462,-1,0.87538,0.06775
-0.0653,-1,0.58193,0.06930
0.53106,-1,0.28849,0.06122
-0.4458,1,1.46227,0.10612
2.61083,-1,1.75572,0.01959
-0.1012,-1,-0.5918,0.14204
-0.9789,-1,-0.8852,0.11346
-0.4782,-1,0.28849,0.09795
0.69927,-1,-0.0049,0.09379
0.62281,-1,0.87538,0.06530
0.22521,-1,0.28849,0.06408
-1.5735,1,-1.4721,0.22261
-1.1404,-1,-1.4721,0.18318
-0.4797,-1,-0.8852,0.11217
-1.3586,-1,-1.4721,0.20391
0.69927,-1,-0.2984,0.09142
-0.3100,-1,-0.5918,0.10122
0.81366,-1,1.16882,0.05297
0.35214,-1,0.58193,0.06930
-0.7076,1,-0.2984,0.10612
0.69927,-1,0.87538,0.06122
-0.4017,-1,-0.2984,0.13714
-0.8299,-1,-0.8852,0.11779
0.08758,-1,-0.2984,0.09542
0.03861,-1,-1.1787,0.19102
-0.8299,-1,-1.1787,0.23257
-0.4476,-1,-0.2984,0.09224
2.16735,-1,1.46227,0.03102
0.88278,1,1.75572,0.03836
1.26510,-1,0.58193,0.06040
-0.5241,-1,-0.2984,0.10204
-0.9675,-1,-0.8852,0.09795
0.60752,-1,-0.0049,0.07755
-0.4476,-1,-0.2984,0.10122
-0.2794,-1,0.28849,0.11428
-1.5334,-1,-1.4721,0.29428
-0.5549,-1,-0.2984,0.13468
-1.5924,-1,0.87538,0.08570
-0.0500,-1,0.58193,0.07755
0.24050,-1,-0.0049,0.07346
0.76503,-1,1.46227,0.04571
